Time,AF3,AF4,F7,F3,F4,F8,FC5,FC6,T7,T8,P7,P8,O1,O2,AF3_Delta,AF4_Delta,F7_Delta,F3_Delta,F4_Delta,F8_Delta,FC5_Delta,FC6_Delta,T7_Delta,T8_Delta,P7_Delta,P8_Delta,O1_Delta,O2_Delta,AF3_Delta2,AF4_Delta2,F7_Delta2,F3_Delta2,F4_Delta2,F8_Delta2,FC5_Delta2,FC6_Delta2,T7_Delta2,T8_Delta2,P7_Delta2,P8_Delta2,O1_Delta2,O2_Delta2
4000.0,1.9688590765,-13.881980895999998,-11.3420562744,-8.902765274,2.6891145706,0.6724035740000001,1.4037891626,-2.5453402996000003,-2.9612798691,-9.7189188004,-7.4868426323,-6.5719213486,-11.9481210709,-15.917563438399998,0.5769571065999999,-2.6110210419000026,-0.29928207399999884,-2.248482704199999,-1.3050427437,2.9300076961,5.216810107300001,8.916311502500003,11.373836517400001,10.7455974818,1.9193577765999992,3.5903985501,3.7065839767999993,2.9168300628999986,-2.1632384062,-1.046386718699999,-1.2638349533000008,0.08884763719999889,-2.8499138355,-3.5502699017,-5.4438726306500005,-4.826895356200001,-6.3709850312,1.5043948888499994,0.535897851050001,-2.7048678398500003,-1.1819739341999995,-4.4110989571
4007.8125,2.5458161831,-16.4930019379,-11.6413383484,-11.151247978199999,1.3840718269,3.6024112701,6.6205992699000005,6.3709712029,8.4125566483,1.0266786814,-5.567484855700001,-2.9815227985000003,-8.2415370941,-13.0007333755,-1.5862812996000002,-3.6574077606000017,-1.5631170272999997,-2.159635067,-4.1549565792,-0.6202622056,-0.22706252334999996,4.0894161463,5.002851486200001,12.249992370649998,2.4552556276499997,0.8855307102499999,2.5246100425999995,-1.494268894200001,-1.0172316804500001,1.225588321700002,-0.2848207950500008,1.6368176937249994,-0.8198291063250001,-3.3003018498000003,-5.862405121375001,-7.48907446865,-9.157037735025,-4.99740287665,-1.6057565211999991,-3.5317280889,-2.8626718521499996,-3.398581266425
4015.625,-1.2037035227,-21.1967964172,-14.468290329,-13.222035408,-5.6207985878,-0.5681208372,0.9496641159,5.633491993,7.044423103300001,14.7810659409,-2.576331377,-4.8008599281,-6.8989009857,-18.9061012268,-1.4575062543000001,-0.15984439849999887,-0.8689236641000004,1.02515268325,-2.9447009563499997,-3.6705960035,-6.508000135450001,-6.061837434799999,-6.9402389526500015,0.7507917285000001,-1.2921552657999995,-3.4730576277,-2.018759727500001,-3.8803324699500013,1.115184890125,5.5600875616000005,3.080984830875,2.9613711834,4.237196028225,0.2925799489,0.08370529114999994,-4.622104823625,-4.259112654700002,-11.158540248900001,-2.5045619011,-0.2173612117999999,-1.3221223354499998,3.6335850954000013
4023.4375,-0.3691963255,-16.8126907349,-13.3791856766,-9.100942611699999,-4.5053300858,-3.7387807369,-6.3954010010000015,-5.7527036667,-5.467921257,2.5282621384,-8.1517953873,-9.927638053899999,-12.279056549100002,-20.7613983154,0.6440884806499999,7.462767362600001,4.59885263445,3.7631072998,4.31943547725,-0.03510230780000001,-0.05965194105000005,-5.154793500949999,-3.5153738232000005,-10.06708812715,-2.5538681745500003,0.4508082866500001,-0.11963462830000005,5.772901296600001,0.958046361775,2.266193628324999,2.9667339921000004,0.15677440167499967,2.8871331811000003,3.4782744645749997,6.5698322058,6.01030766965,7.495972871775,2.442397266625,3.1264409720999997,4.7664935589,3.8807413578250007,6.232597470275001
4031.25,0.08447343859999999,-6.271261692,-5.2705850601,-5.6958208084000015,3.0180723667,-0.6383254528,0.8303602337999999,-4.6760950089,0.0136754569,-5.353110313399999,-7.6840677261,-3.8992433548,-7.1381702423,-7.3602986336,0.45858646924999996,4.372542858149999,5.0645443200999996,1.338701486599999,2.82956540585,3.28595292565,6.63166427615,5.958777904500001,8.051706790899999,5.635586261749999,4.9607266783999995,6.0599294901,5.742722988150001,8.584862470600001,-0.878300253325,-3.8787893057000007,-1.5486471057,-0.9117783009999996,-3.9126304388,0.7257592976,0.9310660064,6.433178067249999,4.492438909575001,12.768048048025,4.5747233033,1.1324389875,2.0771522969,-3.0198495388
4039.0625,0.547976613,-8.0676050186,-3.2500970364,-6.4235396385,1.1538007259,2.8331251144,6.8679275513,6.1648521423,10.6354923248,13.799434661900001,1.7696579695,2.1922209263,-0.7936105728,-3.5916733742,-1.112512026,-0.2948112487999999,1.50155842305,1.9395506978000003,-3.5058254003500005,1.4164162874,1.80248007175,7.711562633549999,5.469503995950001,15.469007968900002,6.595578432050001,2.71568626165,4.0346699655,-0.2667977809999997,-1.2634150162,-0.2766949236499996,-1.1879355907250004,0.9265425084000004,-1.84324370325,-1.8131200671000005,-3.2379307747,-2.5625103712,-3.6799681186499993,-1.4405801296250007,-2.316097617175,-2.78118515015,-1.3716305494500003,-4.795380473125
4046.875,-2.1405506134,-6.8608841896,-2.267468214,-1.8167194128,-3.993578434,2.194507122,4.4353203773,10.747030258199999,10.952683448800002,25.5849056244,5.507089138,1.5321291685,0.9311696887,-7.8938941956,-2.06824356315,3.8191530108499996,2.68867313865,3.1917865034000004,-0.85692200065,-0.34028720855000016,0.15580272675000018,0.8337571621,0.6917705536000005,2.754426002499999,0.32853144405,0.4975591897999998,2.99946188925,-1.0058984756499996,0.6298902798499999,-2.193398356425,-3.27078163625,-3.8348277211250013,3.062196850775,-1.42388026415,-1.0253057926500002,-6.377320110824999,-4.087600050950002,-14.3463857025,-6.955853939024999,-2.9518510699250005,-4.41831979155,-1.68575179575
4054.6875,-3.5885105133,-0.4292989969,2.1272492409,-0.0399666317,-0.5600432754,2.1525506973,7.1795330048000015,7.8323664665,12.019033432,19.3082866669,2.4267208576,3.1873393059,5.2053132057,-5.603470325499999,0.14726853369999993,-4.68160796165,-5.04000484945,-5.73010474445,2.6185683012,-1.4313442409,-0.24813151355000015,-5.043077588099999,-2.705696105950001,-13.223763436099999,-7.316129446000001,-3.1880158782000003,-4.8019696176,-3.6383013725,2.1724475473,-8.6359691024,-8.055111587075,-5.649355744925,-0.35738709567500004,-0.916113615025,-3.2355462312750003,-2.7662087082749998,-4.221986889850001,-10.2369017601,-5.065307050925,-4.7901462912750015,-8.355380058275,-4.6424382925000005
4062.5,-1.846013546,-16.2241001129,-12.347477912899999,-13.276928901700002,1.2435581684,-0.6681813597999999,3.9390573502,0.660875082,5.5412912369,-0.8626212478,-9.125169754,-4.843902587900001,-8.6727695465,-15.1704969406,2.27665153145,-13.45278519395,-13.4215500355,-8.10692498645,-1.5716961919999999,-2.1725144386,-6.3152897358,-4.69866025445,-7.752203226100002,-17.7193775177,-9.8020826578,-9.082733392749999,-13.7112982273,-10.29077506065,0.14346902072500006,3.644043326375,2.7743511796,5.257864087825001,-2.7971053123500003,1.45139446855,-1.2153667808,3.5860297679999995,1.7260564565500005,5.24772903325,3.8975123166750003,0.9738043248750003,2.900104090575,1.0454378128
4070.3125,0.9647925496,-27.3348693848,-24.715850830100003,-16.2538166046,-3.7034356594,-2.1924781799,-5.451046466799999,-1.5649540424,-3.4853730202,-16.1304683685,-17.177444458,-14.978127479600001,-22.2172832489,-26.1850204468,0.4342065751500001,2.6064786911000004,0.5086975097500002,4.785623431200001,-2.9756423235000002,1.4714446961999998,-2.67886507515,2.1289819479,0.7464168071499997,-2.7283053695999997,0.47889518735,-1.2404072284499996,0.9982385635499996,-1.5474257469,-2.026200741525,13.045800775325002,12.486911654500004,7.9412550358,1.5197860896500002,2.642164230325,5.683029174800001,3.97984611985,8.072509527225003,13.733629345875,9.211306191975,8.377105690575,13.33561497925,9.1552606821
