Time,AF3,AF4,F7,F3,F4,F8,FC5,FC6,T7,T8,P7,P8,O1,O2,AF3_Delta,AF4_Delta,F7_Delta,F3_Delta,F4_Delta,F8_Delta,FC5_Delta,FC6_Delta,T7_Delta,T8_Delta,P7_Delta,P8_Delta,O1_Delta,O2_Delta,AF3_Delta2,AF4_Delta2,F7_Delta2,F3_Delta2,F4_Delta2,F8_Delta2,FC5_Delta2,FC6_Delta2,T7_Delta2,T8_Delta2,P7_Delta2,P8_Delta2,O1_Delta2,O2_Delta2
4000.0,0.0003594303,8.2685909271,7.509314537000001,4.3896737099,4.7907109261,1.4043160677000002,2.2500975132,3.3957321644,2.4053394794,8.155107498200001,9.793073654199999,9.8635835648,10.124742507899999,17.0028247833,0.0114804866,-10.0990006923,-8.489968061399999,-10.9488420487,-9.2175827027,-3.7544945478,-6.077490568200001,-6.3936951161,-4.1736038923,-11.632668018399999,-8.545393109299999,-10.8508054018,-9.959206745,-16.6572462916,-0.017621618500000002,3.5088071822500013,3.3015513420000007,5.178260088000002,4.50236535075,1.9705703854000003,3.1296929121500003,3.1599273682,2.15864914655,4.0004894734,3.56966806945,4.26207125185,3.285768792,1.99194592235
4007.8125,0.0118399169,-1.8304097652,-0.9806535244,-6.5591683388,-4.4268717766000005,-2.3501784801,-3.827393055,-2.9979629517000004,-1.7682644129,-3.4775605202,1.2476805449,-0.987221837,0.1655357629,0.34557849170000005,-0.006141131899999999,-6.59019351005,-5.1884167194,-5.7705819607,-4.71521735195,-1.7839241624000002,-2.94779765605,-3.2337677479000004,-2.01495474575,-7.632178545,-4.97572503985,-6.5887341499500005,-6.673437953,-14.66530036925,-0.013428941175,5.722100004500001,5.192642033075002,7.4728008509000015,6.651976525825,2.8733249306250004,4.555821895625,4.715577006375,3.1908917129,7.11963114145,5.633180350049999,6.6965614259000015,5.525050047775,5.778312697975
4015.625,-0.0119228335,-4.911796093,-2.8675189018,-7.1514902115,-4.6397237778,-2.1635322571,-3.6454977989,-3.0718033314,-1.6245700121000002,-7.109249591799999,-0.1583764255,-3.3138847351,-3.2221333981,-12.3277759552,-0.015377395749999996,1.3451993166999998,1.89531600475,3.9967596531,4.08637034895,1.99215531345,3.03415322305,3.0374588966500005,2.2081795335,2.6065942645,2.7209675908,2.54231745,1.09089335055,-5.10062089565,0.0004088015500000003,5.136145532125,4.04070985315,5.249794900425,4.9660673141750005,2.239104121925,3.48227244615,3.7193687558249997,2.4597839117,8.964617252350001,4.0108013004,5.13346624375,4.953723073025,11.45336186885
4023.4375,-0.0189148746,0.8599888682,2.8099784851,1.4343509674,3.7458689213,1.6341321468,2.2409133911000003,3.0769548416,2.6480946541,1.7356280088,6.6896157265,4.097413063,2.347322464,-9.8556632996,-0.0053235288,3.6820975542,2.8930029869,4.72900784015,5.2169172764,2.6942840814499998,4.01674723625,4.20496976375,2.9046130776499997,10.2970559597,3.04587756095,3.67819833755,3.23400819305,8.24142336845,0.0035000680749999995,-1.1564902662999998,-1.987839668975,-2.8480189740750004,-2.7619778067,-1.08653780815,-1.7315503657000002,-1.8471648395,-1.3751349151249999,0.7766589522499999,-3.186903700225,-2.726476550075,-1.4091438763,6.58206994835
4031.25,-0.0225698911,2.4523990154,2.918487072,2.3065254688,5.794110775,3.2250359058,4.3879966736,5.3381361961,4.1846561432,13.4848623276,5.9333786964,4.04251194,3.245882988,4.1550707817,-0.008377259599999999,-0.9677812159,-2.0803633332,-1.69927829505,-1.43758526445,-0.18092030285000005,-0.4289475083500002,-0.6568707823500001,-0.54209029675,4.159912169,-3.65283980965,-2.9106356501499997,-1.7273944020499998,8.06351900105,0.00217934305,-3.0510656833499996,-2.403409317125,-2.892887748775,-3.4114788174750004,-1.692351937275,-2.504812657825,-2.7841119169999997,-1.9367978871,-7.64646303655,-2.7373990639750003,-3.080742567775,-3.02618396285,-7.9976990223
4039.0625,-0.0356693938,-1.0755735636,-1.3507481813,-1.9642056227,0.8706983923999999,1.2722915411,1.3830183744,1.7632132769,1.5639140606,10.0554523468,-0.6160638928,-1.7238582373,-1.1074663401,6.2713747025,-0.0009648426999999994,-2.4200338125,-1.91381564735,-1.0567676574,-1.6060403585499998,-0.6904197930999999,-0.9928780794,-1.3632540702499998,-0.96898269655,-4.9958701134000005,-2.428920567,-2.483286798,-2.81835973265,-7.753974676149999,0.012295660625,-0.9407228380500001,0.4677206277499999,0.6982342005000001,1.1658005416500001,0.4004843831000001,0.6129992008500001,0.7429588436750001,0.6758323907749999,-3.4891221821499996,2.047749370325,0.84138053655,-0.5157744288250001,-11.753301620525
4046.875,-0.0244995765,-2.3876686096,-0.9091442227,0.192990154,2.5820300579,1.8441963196,2.4022405148,2.6116280556,2.2466907501,3.4931221008,1.0755375624,-0.924061656,-2.3908364773,-11.3528785706,0.01621406165,-2.849226892,-1.1449220777,-0.3028098940499999,0.89401581885,0.6200484633500001,0.7970508933500001,0.8290469050000001,0.8095744847999998,-2.8183321953,0.44265893100000003,-1.22787457705,-2.7589432597,-15.44308424,0.0037695115499999992,-1.1894682050000005,-1.1218549907250002,-1.2370724529,-0.5237778425250001,-0.003565296550000097,-0.14144424349999996,-0.1224180907250002,-0.024891305699999974,1.1455435753000005,-1.0687170624999995,-1.4428694844249998,-1.2844420671250003,-0.5098973512499994
4054.6875,-0.0032412705,-6.7740273476,-3.6405923367,-2.5698254108,2.6587300301,2.5123884678,2.9771201611,3.4213070869,3.1830630302,4.4187879562,0.2692539692,-4.1796073914,-6.6253528595,-24.6147937775,0.006574180399999999,-4.7989702225,-4.1575256288,-3.5309125632,-2.6535960436000003,-0.6975503862000001,-1.2757665664,-1.6080902517000002,-1.01876530795,-2.7047829627999995,-4.566354691999999,-5.369025766849999,-5.3872438669000005,-8.773769378649996,-0.01759721165,0.6803308427499999,-0.3973565399249999,0.7897059614499999,-1.2229559496250002,-0.6755277216500001,-0.7825121283750001,-1.30618108805,-1.1846907287499997,-1.8687376975749999,-2.5674675256,-0.7785049378750002,-0.11104074122500007,5.350805521050002
4062.5,-0.0113512157,-11.985609054600001,-9.2241954803,-6.8688349724,-2.7251620293000003,0.4490955472,-0.14929261800000002,-0.6045524478000001,0.2091601342,-1.9164438248,-8.057171821599999,-11.6621131897,-13.1653242111,-28.900417327899998,-0.01898036165,-1.4885652065,-1.93963515755,1.27660202885,-1.5518960804000002,-0.7310069799500001,-0.7679733634000001,-1.7833152711000002,-1.5598069726999997,-6.55580759045,-4.6922761202,-2.7848844528000005,-2.98102474215,-4.741473197899998,-0.016390343625,3.3309907913500005,3.0618013590500004,4.0691697225,3.2052935957999997,1.22986367345,2.039902821175,2.099136203525,1.4006432071250001,2.2271456122499997,3.2388543784749992,3.947014361625,3.3430674672000005,2.9738531112749973
4070.3125,-0.0412019938,-9.7511577606,-7.5198626518,-0.0166213531,-0.4450621307,1.0503745079,1.4411734343,-0.1453234553,0.0634490848,-8.6928272247,-9.1152982712,-9.749376297000001,-12.587402343800001,-34.0977401733,-0.026206506850000002,1.863011360200001,1.9660770893,4.6074268818,3.756991148,1.7621769607000002,2.80403907595,2.59018215535,1.7825211063,1.7495082617,1.9113540649499996,2.5250029563999994,1.2988910674999996,-2.826063156100004,0.007725573199999999,0.2796975373999999,0.6075599789499997,-2.28281408455,1.145568147325,0.8924556970749999,0.859468519675,1.79893448945,1.6331798135999998,8.528272628749999,3.0688785910750003,1.0210180282500003,1.4488337040250003,5.305058002449998
