Time,AF3,AF4,F7,F3,F4,F8,FC5,FC6,T7,T8,P7,P8,O1,O2,AF3_Delta,AF4_Delta,F7_Delta,F3_Delta,F4_Delta,F8_Delta,FC5_Delta,FC6_Delta,T7_Delta,T8_Delta,P7_Delta,P8_Delta,O1_Delta,O2_Delta,AF3_Delta2,AF4_Delta2,F7_Delta2,F3_Delta2,F4_Delta2,F8_Delta2,FC5_Delta2,FC6_Delta2,T7_Delta2,T8_Delta2,P7_Delta2,P8_Delta2,O1_Delta2,O2_Delta2
0.0,-0.1484936774,-0.4404351711,0.2437269837,-0.2626873851,-0.2286408395,0.08725620810000001,-0.0064599388,-0.0244345963,-0.7702400088,-0.3401334882,0.493468374,0.9699885845,-0.0933943689,0.4095417261,-0.3715374768,-1.2912499905,0.9897780268999999,-0.8195016980000001,-0.4600351600999999,0.38176296649999997,0.08164190730000001,0.0676394776,-2.3172541261,-0.8254231810000001,1.8377834857,3.3890841007,0.1342533566,1.6741725206,0.22696764770000005,0.31193363669999985,-1.9315041229000005,0.3575480282000001,-1.35406412935,-0.67683353275,-0.412415744,-0.1549762041,2.17782369255,-0.3430936634999999,-2.7711874396,-4.33229774235,-1.96325700355,-3.1864150166000003
7.8125,-0.5200311542,-1.7316851616,1.2335050106,-1.0821890831,-0.6886759995999999,0.4690191746,0.0751819685,0.0432048813,-3.0874941349,-1.1655566692,2.3312518597,4.3590726852,0.0408589877,2.0837142467,-0.1445698291,-0.9793163537999999,-0.941726096,-0.4619536698,-1.81409928945,-0.29507056625,-0.3307738367,-0.0873367265,-0.13943043355,-1.1685168445,-0.9334039539,-0.9432136416500001,-1.82900364695,-1.512242496,0.04843521120000005,0.685926765225,-1.5078442021999998,0.5900622829750001,-0.5315547511500001,-0.6239689514,-0.3686815493,-0.42614793595,1.6283964813,-0.09802278879999983,-2.3600853831,-3.7699370383999997,-1.4413421032749998,-2.5595785379
15.625,-0.4376333356,-2.3990678787,-1.6397252083000002,-1.1865947247,-3.8568394184,-0.5028849244,-0.6680076121999999,-0.1991080493,-1.0491008759,-2.6771671772,-1.3733395337999998,-0.9164386988,-3.7514016628,-2.6149432659,-0.27466705439999994,0.08060353995000002,-2.0259103775,0.36062286795,-1.5231446624,-0.8661749363,-0.6557211913000001,-0.7846563943000001,0.9395388365,-1.0214687585999995,-2.8823872805,-4.1507899761,-2.74843084995,-3.4449845552000005,0.071031533175,1.7385925650499998,1.4472833313250002,0.8967017978499999,3.092423964275,0.373192984625,0.448215793225,-0.139612838625,-0.020663961749999987,1.8047747463,1.3184870108999998,1.270010590575,2.7682278528750004,2.265676051375
23.4375,-1.069365263,-1.5704780817,-2.8183157444,-0.3609433472,-3.7349653244,-1.263330698,-1.2362604141,-1.5261079073,-1.2084164619,-3.2084941864,-3.4335227013,-3.942507267,-5.4560027122,-4.8062548637,-0.0025067627500000023,2.4978687763,1.95284056665,1.3314499259,4.3707486391,0.451315403,0.5656577497499999,-0.36656240375,-0.18075835705,2.4410326481,1.7035700679,1.5968075394999999,3.7074520588,3.0191096067500003,0.28919810057499995,1.0252543687749998,2.658132314675,0.25161392985,3.2580547034750005,0.984577581275,0.8508758861500001,0.59900661745,-0.80500561,2.024587035175,3.3166328072750004,4.376336216925,4.121231974075,4.398900926075001
31.25,-0.4426468611,2.5966696739,2.265955925,1.4763051271,4.8846578598,0.3997458816,0.4633078873,-0.9322328568,-1.41061759,2.204898119,2.033800602,2.2771763802,3.6635024548,3.4232759476,0.30372914675,2.1311122775,3.29035425185,0.86385072765,4.99296474455,1.10298022625,1.046030581,0.4133568406,-0.6704723835,3.02770531175,3.75087833405,4.60188245775,5.494033098199999,5.3528172969500005,0.028658844550000007,-1.810651451325,-0.8196378350250001,-1.04176292055,-2.6767609119499998,-0.09434971214999993,-0.23971353469999995,0.4163962372500001,-0.26066285370000003,-1.505522161725,-0.4044277370249998,0.0569559037499997,-1.92548006775,-1.1904985308749998
39.0625,-0.4619069695,2.6917464733,3.7623927593,1.3667581081,6.2509641647,0.9426297545,0.8558007479,-0.6993942261,-2.5493612289,2.8469164371,4.0682339668,5.2612576485,5.532063484199999,5.8993797302,0.05481092635000001,-1.1234341263499998,0.3135648966,-0.7520759152000001,-0.9827731848,0.2626159787000001,0.08623068035000002,0.4662300707500001,-0.7020840644499999,-0.5700116753500001,0.8947145938500003,1.7107193469999995,-0.1435080767000001,0.638112545,-0.09399951997499996,-1.17485412955,-2.2542140185750004,-0.44497645645000006,-3.1460027098500003,-0.746615335325,-0.6627312451749999,-0.21278616785,0.8799849152500001,-1.77365276215,-2.6677326113,-3.462465405475,-3.4898775219749987,-3.665446549625
46.875,-0.3330250084,0.3498014212,2.8930857182,-0.0278467033,2.9191114902,0.924977839,0.635769248,0.0002272847,-2.8147857189,1.0648747683,3.823229789700001,5.698615074199999,3.3764863014,4.6995010376,0.11573010680000002,-0.21859598160000004,-1.2180737853,-0.02610218524999996,-1.29904067515,-0.39025044439999995,-0.27943190935,-0.012215495099999972,1.089497447,-0.51960021255,-1.5845868885499999,-2.3230483532,-1.4857219457499995,-1.9780758023,-0.002306185700000012,1.1441164016499998,-1.34029448035,0.8701430903499999,0.12648236755000014,-0.6306125074500001,-0.33718978612499995,-0.598107046025,1.621780276275,0.22485536335000006,-2.319384217225,-3.852951884275,-1.0505976080750001,-2.3352754712
54.6875,-0.2304467559,2.2545545101,1.3262451887,1.3145537376,3.6528828144,0.1621288657,0.29693692920000003,-0.7238252163,-0.3703663349,1.807716012,0.8990601897,0.6151609421,2.5606195927,1.9432281256,0.05019855494999999,1.1647986769499998,-2.3670240641,0.9882102655,-0.7298084496999998,-0.9986090362,-0.5881488919,-0.7299840213,2.5414764881,-0.12030094865000003,-3.7440538406,-5.9951844215499985,-2.24470329285,-4.0324383974,-0.4354715198,0.2772752046750001,0.0612528026000001,0.2842018008249999,0.496090948575,-0.16416130960000005,-0.16421201822499995,-0.660362362875,-0.9322724044249999,-0.2132609468,-0.09018471837499996,-0.009965062150000035,-0.2549462318500003,-0.030070781725000106
62.5,-0.2326278985,2.6793987751,-1.84096241,1.9485738277,1.4594945908,-1.0722402334,-0.5405285357999999,-1.4597407579,2.2681672573,0.8242728709999999,-3.6648778915,-6.2917537689,-1.1129202843,-3.3653757572000003,-0.7552129328,0.3359544277500002,-1.0955681801000001,0.5423014163999998,-0.30685877800000005,-0.7185730636000001,-0.6078559457999999,-1.3329402208499999,-0.77504736185,-0.9461221061499999,-1.7649563253,-2.3429784775,-1.99561440945,-2.03821736575,-0.4402820393,0.6236846149000004,2.7262412906,0.19154539474999985,3.1133418679,0.7934384140999999,0.5506152138,-0.25803534385000004,-2.7970072031,1.0766722262,3.4660065173750003,5.124542951575,3.1977866888250004,4.3705691099
70.3125,-1.7408726215,2.9264633656,-0.8648911715000001,2.3991565704,3.0391652584,-1.2750172615000002,-0.9187749624,-3.389705658,-1.9204610586,-0.0845282003,-2.6308524609,-4.0707960129,-1.4306092262,-2.1332066059,-0.8303655236499999,2.4121679067500006,3.0854585170999997,1.3713010549999998,5.4968752861,0.588267792,0.5130815357,-1.246054709,-3.0525379181,2.03304350375,3.1879591941500003,4.253901481600001,4.1508700848,4.7086998224,0.35461528597499997,0.479809224575,1.4950090349,0.02893823385000022,1.6641752123750004,0.63339214025,0.558611035325,0.62567156555,-0.04903197289999989,1.260394539675,1.9323556870249998,2.49664869905,2.4767934680000003,2.52991226315
